SYD|-33.87,151.21|2016-06-08T18:00:00Z|Cloudy|+11.7|1014.5|64
SYD|-33.87,151.21|2016-06-08T19:00:00Z|Cloudy|+15.3|1039.3|86
SYD|-33.87,151.21|2016-06-08T20:00:00Z|Cloudy|+11.1|1011.6|68
SYD|-33.87,151.21|2016-06-08T21:00:00Z|Cloudy|+10.5|1017.5|61
SYD|-33.87,151.21|2016-06-08T22:00:00Z|Cloudy|+12.0|1033.1|64
SYD|-33.87,151.21|2016-06-08T23:00:00Z|Cloudy|+15.0|1030.4|64
SYD|-33.87,151.21|2016-06-09T00:00:00Z|Cloudy|+14.4|1035.5|71
SYD|-33.87,151.21|2016-06-09T01:00:00Z|Cloudy|+15.3|1013.4|73
SYD|-33.87,151.21|2016-06-09T02:00:00Z|Cloudy|+15.5|1029.4|76
SYD|-33.87,151.21|2016-06-09T03:00:00Z|Cloudy|+15.9|1029.8|85
SYD|-33.87,151.21|2016-06-09T04:00:00Z|Cloudy|+16.0|1022.7|80
SYD|-33.87,151.21|2016-06-09T05:00:00Z|Cloudy|+16.2|1037.4|74
SYD|-33.87,151.21|2016-06-09T06:00:00Z|Cloudy|+16.8|1031.2|76
SYD|-33.87,151.21|2016-06-09T07:00:00Z|Cloudy|+17.2|1027.0|81
SYD|-33.87,151.21|2016-06-09T08:00:00Z|Cloudy|+16.3|1031.8|65
SYD|-33.87,151.21|2016-06-09T09:00:00Z|Cloudy|+16.0|1037.1|78
SYD|-33.87,151.21|2016-06-09T10:00:00Z|Cloudy|+16.0|1017.6|75
SYD|-33.87,151.21|2016-06-09T11:00:00Z|Cloudy|+16.1|1029.7|78
SYD|-33.87,151.21|2016-06-09T12:00:00Z|Cloudy|+17.2|1014.0|79
SYD|-33.87,151.21|2016-06-09T13:00:00Z|Cloudy|+16.8|1027.7|63
SYD|-33.87,151.21|2016-06-09T14:00:00Z|Cloudy|+15.5|1029.5|62
SYD|-33.87,151.21|2016-06-09T15:00:00Z|Cloudy|+14.9|1025.2|75
SYD|-33.87,151.21|2016-06-09T16:00:00Z|Cloudy|+15.1|1013.6|81
SYD|-33.87,151.21|2016-06-09T17:00:00Z|Cloudy|+13.9|1020.7|74
SYD|-33.87,151.21|2016-06-09T18:00:00Z|Cloudy|+12.4|1034.1|77
SYD|-33.87,151.21|2016-06-09T19:00:00Z|Cloudy|+10.3|1011.2|80
SYD|-33.87,151.21|2016-06-09T20:00:00Z|Cloudy|+12.7|1033.4|86
SYD|-33.87,151.21|2016-06-09T21:00:00Z|Cloudy|+10.4|1011.3|66
SYD|-33.87,151.21|2016-06-09T22:00:00Z|Cloudy|+12.4|1036.9|83
SYD|-33.87,151.21|2016-06-09T23:00:00Z|Cloudy|+12.9|1013.0|75
SYD|-33.87,151.21|2016-06-10T00:00:00Z|Cloudy|+14.1|1017.3|72
SYD|-33.87,151.21|2016-06-10T01:00:00Z|Cloudy|+14.6|1032.1|81
SYD|-33.87,151.21|2016-06-10T02:00:00Z|Cloudy|+15.5|1020.1|70
SYD|-33.87,151.21|2016-06-10T03:00:00Z|Cloudy|+15.9|1036.9|72
SYD|-33.87,151.21|2016-06-10T04:00:00Z|Cloudy|+15.8|1030.5|82
SYD|-33.87,151.21|2016-06-10T05:00:00Z|Cloudy|+15.5|1027.4|80
SYD|-33.87,151.21|2016-06-10T06:00:00Z|Cloudy|+19.5|1018.3|85
SYD|-33.87,151.21|2016-06-10T07:00:00Z|Cloudy|+20.2|1027.9|64
SYD|-33.87,151.21|2016-06-10T08:00:00Z|Cloudy|+19.0|1035.0|79
SYD|-33.87,151.21|2016-06-10T09:00:00Z|Cloudy|+19.2|1027.5|67
SYD|-33.87,151.21|2016-06-10T10:00:00Z|Cloudy|+16.6|1037.0|66
SYD|-33.87,151.21|2016-06-10T11:00:00Z|Cloudy|+17.4|1013.4|80
SYD|-33.87,151.21|2016-06-10T12:00:00Z|Cloudy|+17.7|1037.9|86
SYD|-33.87,151.21|2016-06-10T13:00:00Z|Cloudy|+16.7|1016.0|89
SYD|-33.87,151.21|2016-06-10T14:00:00Z|Cloudy|+15.5|1022.6|81
SYD|-33.87,151.21|2016-06-10T15:00:00Z|Cloudy|+14.4|1010.3|82
SYD|-33.87,151.21|2016-06-10T16:00:00Z|Cloudy|+14.5|1012.6|87
SYD|-33.87,151.21|2016-06-10T17:00:00Z|Cloudy|+14.8|1031.7|70
SYD|-33.87,151.21|2016-06-10T18:00:00Z|Cloudy|+14.0|1026.3|74
SYD|-33.87,151.21|2016-06-10T19:00:00Z|Cloudy|+15.3|1010.1|67
SYD|-33.87,151.21|2016-06-10T20:00:00Z|Cloudy|+14.5|1034.2|83
SYD|-33.87,151.21|2016-06-10T21:00:00Z|Cloudy|+11.1|1038.0|86
SYD|-33.87,151.21|2016-06-10T22:00:00Z|Cloudy|+15.4|1039.4|72
SYD|-33.87,151.21|2016-06-10T23:00:00Z|Cloudy|+12.9|1014.6|62
SYD|-33.87,151.21|2016-06-11T00:00:00Z|Cloudy|+14.3|1018.6|90
SYD|-33.87,151.21|2016-06-11T01:00:00Z|Cloudy|+14.1|1020.0|64
SYD|-33.87,151.21|2016-06-11T02:00:00Z|Cloudy|+15.5|1015.4|66
SYD|-33.87,151.21|2016-06-11T03:00:00Z|Cloudy|+15.8|1024.3|64
SYD|-33.87,151.21|2016-06-11T04:00:00Z|Cloudy|+16.6|1030.1|68
SYD|-33.87,151.21|2016-06-11T05:00:00Z|Cloudy|+17.8|1021.7|76
